disease_j,disease_k,disease_l,evidence_tier,n_valid,n_joint_events,triplet_prevalence,O,E,OE_ratio,OE_ci_lo,OE_ci_hi,OE_ci_method,OE_excludes_1,auc_joint,auc_ci_lo,auc_ci_hi,auc_age_only,auc_gain_over_age,beats_age_baseline,brier_joint
Diabetes Mellitus,Cancer Lung,Cancer Prostate,suppressed,9186,,,,0.44,,,,,,,,,,,,
Diabetes Mellitus,Cancer Lung,Cancer Other,suppressed,8902,,,,0.69,,,,,,,,,,,,
Diabetes Mellitus,Cancer Lung,Anxiety,suppressed,9396,,,,0.24,,,,,,,,,,,,
Diabetes Mellitus,Cancer Colorectal,Cancer Prostate,suppressed,9075,,,,0.5,,,,,,,,,,,,
Diabetes Mellitus,Cancer Colorectal,Cancer Other,suppressed,8817,,,,0.7,,,,,,,,,,,,
Diabetes Mellitus,Cancer Colorectal,Anxiety,suppressed,9284,,,,0.25,,,,,,,,,,,,
Diabetes Mellitus,Cancer Prostate,Cancer Other,suppressed,8629,,,,1.61,,,,,,,,,,,,
Diabetes Mellitus,Cancer Prostate,Anxiety,suppressed,9107,,,,0.57,,,,,,,,,,,,
Diabetes Mellitus,Cancer Other,Anxiety,suppressed,8824,,,,0.8,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,COPD,suppressed,4922,,,,2.89,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Chronic Liver Disease,suppressed,6038,,,,0.97,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Depression,suppressed,6024,,,,1.54,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Substance Use Disorder,suppressed,6257,,,,1.71,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Rheumatoid Arthritis,suppressed,6258,,,,0.72,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Osteoporosis,suppressed,6265,,,,0.93,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Hypothyroidism,suppressed,6211,,,,1.01,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Sleep Apnea,suppressed,6296,,,,1.47,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Cancer Lung,suppressed,6333,,,,1.46,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Cancer Colorectal,suppressed,6254,,,,1.72,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Cancer Prostate,suppressed,6143,,,,4.28,,,,,,,,,,,,
Hyperlipidemia,Coronary Heart Disease,Cancer Other,suppressed,5941,,,,5.12,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Heart Failure,suppressed,6395,,,,1.91,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Peripheral Vascular Disease,suppressed,6395,,,,1.03,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,COPD,suppressed,4985,,,,1.34,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Chronic Kidney Disease,suppressed,5993,,,,1.17,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Chronic Liver Disease,suppressed,6110,,,,0.46,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Depression,suppressed,6094,,,,0.67,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Substance Use Disorder,suppressed,6335,,,,0.89,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Osteoarthritis,suppressed,5651,,,,3.87,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Rheumatoid Arthritis,suppressed,6332,,,,0.31,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Osteoporosis,suppressed,6337,,,,0.45,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Hypothyroidism,suppressed,6288,,,,0.44,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Sleep Apnea,suppressed,6372,,,,0.59,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Cancer Lung,suppressed,6411,,,,0.7,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Cancer Colorectal,suppressed,6328,,,,0.72,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Cancer Prostate,suppressed,6221,,,,1.79,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Cancer Other,suppressed,6012,,,,2.23,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Anxiety,suppressed,6367,,,,0.83,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Peripheral Vascular Disease,suppressed,6497,,,,1.21,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,COPD,suppressed,5060,,,,1.49,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Chronic Kidney Disease,suppressed,6082,,,,1.24,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Chronic Liver Disease,suppressed,6207,,,,0.5,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Depression,suppressed,6181,,,,0.66,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Substance Use Disorder,suppressed,6435,,,,0.9,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Osteoarthritis,suppressed,5740,,,,3.71,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Rheumatoid Arthritis,suppressed,6435,,,,0.32,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Osteoporosis,suppressed,6440,,,,0.46,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Hypothyroidism,suppressed,6388,,,,0.46,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Sleep Apnea,suppressed,6474,,,,0.81,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Cancer Lung,suppressed,6511,,,,0.72,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Cancer Colorectal,suppressed,6430,,,,0.68,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Cancer Prostate,suppressed,6318,,,,1.59,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Cancer Other,suppressed,6106,,,,2.19,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Anxiety,suppressed,6467,,,,0.8,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,COPD,suppressed,4964,,,,2.53,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,Chronic Kidney Disease,suppressed,5980,,,,2.21,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,Chronic Liver Disease,suppressed,6096,,,,0.82,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,Depression,suppressed,6064,,,,1.27,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,Substance Use Disorder,suppressed,6316,,,,1.59,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,Rheumatoid Arthritis,suppressed,6313,,,,0.61,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,Osteoporosis,suppressed,6320,,,,0.8,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,Hypothyroidism,suppressed,6271,,,,0.86,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,Sleep Apnea,suppressed,6351,,,,1.4,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,Cancer Lung,suppressed,6389,,,,1.22,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,Cancer Colorectal,suppressed,6312,,,,1.43,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,Cancer Prostate,suppressed,6203,,,,3.54,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,Cancer Other,suppressed,5997,,,,4.39,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,Anxiety,suppressed,6344,,,,1.6,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,COPD,suppressed,5054,,,,0.81,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,Chronic Kidney Disease,suppressed,6073,,,,0.61,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,Chronic Liver Disease,suppressed,6205,,,,0.26,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,Depression,suppressed,6185,,,,0.36,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,Substance Use Disorder,suppressed,6434,,,,0.5,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,Osteoarthritis,suppressed,5738,,,,1.93,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,Rheumatoid Arthritis,suppressed,6437,,,,0.18,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,Osteoporosis,suppressed,6442,,,,0.27,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,Hypothyroidism,suppressed,6389,,,,0.25,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,Sleep Apnea,suppressed,6474,,,,0.34,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,Cancer Lung,suppressed,6514,,,,0.42,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,Cancer Colorectal,suppressed,6432,,,,0.37,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,Cancer Prostate,suppressed,6320,,,,0.86,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,Cancer Other,suppressed,6111,,,,1.17,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,Anxiety,suppressed,6470,,,,0.43,,,,,,,,,,,,
Hyperlipidemia,COPD,Chronic Kidney Disease,suppressed,4780,,,,0.86,,,,,,,,,,,,
Hyperlipidemia,COPD,Chronic Liver Disease,suppressed,4842,,,,0.35,,,,,,,,,,,,
Hyperlipidemia,COPD,Depression,suppressed,4829,,,,0.5,,,,,,,,,,,,
Hyperlipidemia,COPD,Substance Use Disorder,suppressed,5021,,,,0.63,,,,,,,,,,,,
Hyperlipidemia,COPD,Osteoarthritis,suppressed,4466,,,,2.78,,,,,,,,,,,,
Hyperlipidemia,COPD,Rheumatoid Arthritis,suppressed,5010,,,,0.24,,,,,,,,,,,,
Hyperlipidemia,COPD,Osteoporosis,suppressed,5014,,,,0.34,,,,,,,,,,,,
Hyperlipidemia,COPD,Hypothyroidism,suppressed,4967,,,,0.33,,,,,,,,,,,,
Hyperlipidemia,COPD,Sleep Apnea,suppressed,5032,,,,0.52,,,,,,,,,,,,
Hyperlipidemia,COPD,Cancer Lung,suppressed,5069,,,,0.51,,,,,,,,,,,,
Hyperlipidemia,COPD,Cancer Colorectal,suppressed,5009,,,,0.53,,,,,,,,,,,,
Hyperlipidemia,COPD,Cancer Prostate,suppressed,4919,,,,1.25,,,,,,,,,,,,
Hyperlipidemia,COPD,Cancer Other,suppressed,4769,,,,1.63,,,,,,,,,,,,
Hyperlipidemia,COPD,Anxiety,suppressed,5035,,,,0.6,,,,,,,,,,,,
Hyperlipidemia,Chronic Kidney Disease,Chronic Liver Disease,suppressed,5818,,,,0.29,,,,,,,,,,,,
Hyperlipidemia,Chronic Kidney Disease,Depression,suppressed,5786,,,,0.42,,,,,,,,,,,,
Hyperlipidemia,Chronic Kidney Disease,Substance Use Disorder,suppressed,6017,,,,0.46,,,,,,,,,,,,
Hyperlipidemia,Chronic Kidney Disease,Osteoarthritis,suppressed,5385,,,,2.57,,,,,,,,,,,,
Hyperlipidemia,Chronic Kidney Disease,Rheumatoid Arthritis,suppressed,6018,,,,0.2,,,,,,,,,,,,
Hyperlipidemia,Chronic Kidney Disease,Osteoporosis,suppressed,6026,,,,0.25,,,,,,,,,,,,
Hyperlipidemia,Chronic Kidney Disease,Hypothyroidism,suppressed,5978,,,,0.29,,,,,,,,,,,,
Hyperlipidemia,Chronic Kidney Disease,Sleep Apnea,suppressed,6051,,,,0.45,,,,,,,,,,,,
Hyperlipidemia,Chronic Kidney Disease,Cancer Lung,suppressed,6089,,,,0.39,,,,,,,,,,,,
Hyperlipidemia,Chronic Kidney Disease,Cancer Colorectal,suppressed,6016,,,,0.47,,,,,,,,,,,,
Hyperlipidemia,Chronic Kidney Disease,Cancer Prostate,suppressed,5909,,,,1.13,,,,,,,,,,,,
Hyperlipidemia,Chronic Kidney Disease,Cancer Other,suppressed,5727,,,,1.4,,,,,,,,,,,,
Hyperlipidemia,Chronic Kidney Disease,Anxiety,suppressed,6045,,,,0.52,,,,,,,,,,,,
Hyperlipidemia,Chronic Liver Disease,Depression,suppressed,5911,,,,0.17,,,,,,,,,,,,
Hyperlipidemia,Chronic Liver Disease,Substance Use Disorder,suppressed,6163,,,,0.31,,,,,,,,,,,,
Hyperlipidemia,Chronic Liver Disease,Osteoarthritis,suppressed,5484,,,,0.95,,,,,,,,,,,,
Hyperlipidemia,Chronic Liver Disease,Rheumatoid Arthritis,suppressed,6145,,,,0.08,,,,,,,,,,,,
Hyperlipidemia,Chronic Liver Disease,Osteoporosis,suppressed,6153,,,,0.12,,,,,,,,,,,,
Hyperlipidemia,Chronic Liver Disease,Hypothyroidism,suppressed,6101,,,,0.12,,,,,,,,,,,,
Hyperlipidemia,Chronic Liver Disease,Sleep Apnea,suppressed,6185,,,,0.19,,,,,,,,,,,,
Hyperlipidemia,Chronic Liver Disease,Cancer Lung,suppressed,6220,,,,0.17,,,,,,,,,,,,
Hyperlipidemia,Chronic Liver Disease,Cancer Colorectal,suppressed,6148,,,,0.17,,,,,,,,,,,,
Hyperlipidemia,Chronic Liver Disease,Cancer Prostate,suppressed,6037,,,,0.4,,,,,,,,,,,,
Hyperlipidemia,Chronic Liver Disease,Cancer Other,suppressed,5838,,,,0.59,,,,,,,,,,,,
Hyperlipidemia,Chronic Liver Disease,Anxiety,suppressed,6178,,,,0.21,,,,,,,,,,,,
Hyperlipidemia,Depression,Substance Use Disorder,suppressed,6129,,,,0.31,,,,,,,,,,,,
Hyperlipidemia,Depression,Osteoarthritis,suppressed,5466,,,,1.52,,,,,,,,,,,,
Hyperlipidemia,Depression,Rheumatoid Arthritis,suppressed,6133,,,,0.12,,,,,,,,,,,,
Hyperlipidemia,Depression,Osteoporosis,suppressed,6132,,,,0.17,,,,,,,,,,,,
Hyperlipidemia,Depression,Hypothyroidism,suppressed,6086,,,,0.17,,,,,,,,,,,,
Hyperlipidemia,Depression,Sleep Apnea,suppressed,6166,,,,0.23,,,,,,,,,,,,
Hyperlipidemia,Depression,Cancer Lung,suppressed,6200,,,,0.25,,,,,,,,,,,,
Hyperlipidemia,Depression,Cancer Colorectal,suppressed,6120,,,,0.29,,,,,,,,,,,,
Hyperlipidemia,Depression,Cancer Prostate,suppressed,6018,,,,0.73,,,,,,,,,,,,
Hyperlipidemia,Depression,Cancer Other,suppressed,5810,,,,0.85,,,,,,,,,,,,
Hyperlipidemia,Depression,Anxiety,suppressed,6184,,,,0.33,,,,,,,,,,,,
Hyperlipidemia,Substance Use Disorder,Osteoarthritis,suppressed,5684,,,,1.66,,,,,,,,,,,,
Hyperlipidemia,Substance Use Disorder,Rheumatoid Arthritis,suppressed,6373,,,,0.14,,,,,,,,,,,,
Hyperlipidemia,Substance Use Disorder,Osteoporosis,suppressed,6378,,,,0.27,,,,,,,,,,,,
Hyperlipidemia,Substance Use Disorder,Hypothyroidism,suppressed,6325,,,,0.21,,,,,,,,,,,,
Hyperlipidemia,Substance Use Disorder,Sleep Apnea,suppressed,6409,,,,0.26,,,,,,,,,,,,
Hyperlipidemia,Substance Use Disorder,Cancer Lung,suppressed,6451,,,,0.35,,,,,,,,,,,,
Hyperlipidemia,Substance Use Disorder,Cancer Colorectal,suppressed,6369,,,,0.34,,,,,,,,,,,,
Hyperlipidemia,Substance Use Disorder,Cancer Prostate,suppressed,6256,,,,0.72,,,,,,,,,,,,
Hyperlipidemia,Substance Use Disorder,Cancer Other,suppressed,6051,,,,1.06,,,,,,,,,,,,
Hyperlipidemia,Substance Use Disorder,Anxiety,suppressed,6406,,,,0.38,,,,,,,,,,,,
Hyperlipidemia,Osteoarthritis,Rheumatoid Arthritis,suppressed,5690,,,,0.73,,,,,,,,,,,,
Hyperlipidemia,Osteoarthritis,Osteoporosis,suppressed,5694,,,,0.9,,,,,,,,,,,,
Hyperlipidemia,Osteoarthritis,Hypothyroidism,suppressed,5646,,,,1.01,,,,,,,,,,,,
Hyperlipidemia,Osteoarthritis,Sleep Apnea,suppressed,5722,,,,1.53,,,,,,,,,,,,
Hyperlipidemia,Osteoarthritis,Cancer Lung,suppressed,5754,,,,1.34,,,,,,,,,,,,
Hyperlipidemia,Osteoarthritis,Cancer Colorectal,suppressed,5682,,,,1.75,,,,,,,,,,,,
Hyperlipidemia,Osteoarthritis,Cancer Prostate,suppressed,5595,,,,4.47,,,,,,,,,,,,
Hyperlipidemia,Osteoarthritis,Cancer Other,suppressed,5395,,,,5.1,,,,,,,,,,,,
Hyperlipidemia,Osteoarthritis,Anxiety,suppressed,5716,,,,1.93,,,,,,,,,,,,
Hyperlipidemia,Rheumatoid Arthritis,Osteoporosis,suppressed,6381,,,,0.08,,,,,,,,,,,,
Hyperlipidemia,Rheumatoid Arthritis,Hypothyroidism,suppressed,6336,,,,0.08,,,,,,,,,,,,
Hyperlipidemia,Rheumatoid Arthritis,Sleep Apnea,suppressed,6413,,,,0.12,,,,,,,,,,,,
Hyperlipidemia,Rheumatoid Arthritis,Cancer Lung,suppressed,6452,,,,0.12,,,,,,,,,,,,
Hyperlipidemia,Rheumatoid Arthritis,Cancer Colorectal,suppressed,6373,,,,0.14,,,,,,,,,,,,
Hyperlipidemia,Rheumatoid Arthritis,Cancer Prostate,suppressed,6262,,,,0.34,,,,,,,,,,,,
Hyperlipidemia,Rheumatoid Arthritis,Cancer Other,suppressed,6051,,,,0.4,,,,,,,,,,,,
Hyperlipidemia,Rheumatoid Arthritis,Anxiety,suppressed,6408,,,,0.15,,,,,,,,,,,,
Hyperlipidemia,Osteoporosis,Hypothyroidism,suppressed,6333,,,,0.11,,,,,,,,,,,,
Hyperlipidemia,Osteoporosis,Sleep Apnea,suppressed,6422,,,,0.13,,,,,,,,,,,,
Hyperlipidemia,Osteoporosis,Cancer Lung,suppressed,6458,,,,0.19,,,,,,,,,,,,
Hyperlipidemia,Osteoporosis,Cancer Colorectal,suppressed,6376,,,,0.18,,,,,,,,,,,,
Hyperlipidemia,Osteoporosis,Cancer Prostate,suppressed,6269,,,,0.41,,,,,,,,,,,,
Hyperlipidemia,Osteoporosis,Cancer Other,suppressed,6061,,,,0.51,,,,,,,,,,,,
Hyperlipidemia,Osteoporosis,Anxiety,suppressed,6412,,,,0.21,,,,,,,,,,,,
Hyperlipidemia,Hypothyroidism,Sleep Apnea,suppressed,6367,,,,0.16,,,,,,,,,,,,
Hyperlipidemia,Hypothyroidism,Cancer Lung,suppressed,6406,,,,0.16,,,,,,,,,,,,
Hyperlipidemia,Hypothyroidism,Cancer Colorectal,suppressed,6324,,,,0.19,,,,,,,,,,,,
Hyperlipidemia,Hypothyroidism,Cancer Prostate,suppressed,6216,,,,0.46,,,,,,,,,,,,
Hyperlipidemia,Hypothyroidism,Cancer Other,suppressed,6009,,,,0.57,,,,,,,,,,,,
Hyperlipidemia,Hypothyroidism,Anxiety,suppressed,6362,,,,0.21,,,,,,,,,,,,
Hyperlipidemia,Sleep Apnea,Cancer Lung,suppressed,6490,,,,0.21,,,,,,,,,,,,
Hyperlipidemia,Sleep Apnea,Cancer Colorectal,suppressed,6408,,,,0.26,,,,,,,,,,,,
Hyperlipidemia,Sleep Apnea,Cancer Prostate,suppressed,6298,,,,0.6,,,,,,,,,,,,
Hyperlipidemia,Sleep Apnea,Cancer Other,suppressed,6087,,,,0.81,,,,,,,,,,,,
Hyperlipidemia,Sleep Apnea,Anxiety,suppressed,6447,,,,0.29,,,,,,,,,,,,
Hyperlipidemia,Cancer Lung,Cancer Colorectal,suppressed,6450,,,,0.26,,,,,,,,,,,,
Hyperlipidemia,Cancer Lung,Cancer Prostate,suppressed,6338,,,,0.62,,,,,,,,,,,,
Hyperlipidemia,Cancer Lung,Cancer Other,suppressed,6128,,,,0.8,,,,,,,,,,,,
Hyperlipidemia,Cancer Lung,Anxiety,suppressed,6486,,,,0.31,,,,,,,,,,,,
Hyperlipidemia,Cancer Colorectal,Cancer Prostate,suppressed,6256,,,,0.83,,,,,,,,,,,,
Hyperlipidemia,Cancer Colorectal,Cancer Other,suppressed,6066,,,,0.96,,,,,,,,,,,,
Hyperlipidemia,Cancer Colorectal,Anxiety,suppressed,6404,,,,0.36,,,,,,,,,,,,
Hyperlipidemia,Cancer Prostate,Cancer Other,suppressed,5945,,,,2.39,,,,,,,,,,,,
Hyperlipidemia,Cancer Prostate,Anxiety,suppressed,6295,,,,0.92,,,,,,,,,,,,
Hyperlipidemia,Cancer Other,Anxiety,suppressed,6086,,,,1.07,,,,,,,,,,,,
Coronary Heart Disease,Stroke Cerebrovascular,COPD,suppressed,6833,,,,2.23,,,,,,,,,,,,
Coronary Heart Disease,Stroke Cerebrovascular,Chronic Kidney Disease,suppressed,8156,,,,1.86,,,,,,,,,,,,
Coronary Heart Disease,Stroke Cerebrovascular,Chronic Liver Disease,suppressed,8388,,,,0.77,,,,,,,,,,,,
Coronary Heart Disease,Stroke Cerebrovascular,Depression,suppressed,8327,,,,0.98,,,,,,,,,,,,
Coronary Heart Disease,Stroke Cerebrovascular,Substance Use Disorder,suppressed,8704,,,,1.37,,,,,,,,,,,,
Coronary Heart Disease,Stroke Cerebrovascular,Osteoarthritis,suppressed,7746,,,,5.59,,,,,,,,,,,,
Coronary Heart Disease,Stroke Cerebrovascular,Rheumatoid Arthritis,suppressed,8680,,,,0.47,,,,,,,,,,,,
Coronary Heart Disease,Stroke Cerebrovascular,Osteoporosis,suppressed,8684,,,,0.71,,,,,,,,,,,,
Coronary Heart Disease,Stroke Cerebrovascular,Hypothyroidism,suppressed,8594,,,,0.68,,,,,,,,,,,,
Coronary Heart Disease,Stroke Cerebrovascular,Sleep Apnea,suppressed,8721,,,,1.04,,,,,,,,,,,,
Coronary Heart Disease,Stroke Cerebrovascular,Cancer Lung,suppressed,8798,,,,1.04,,,,,,,,,,,,
Coronary Heart Disease,Stroke Cerebrovascular,Cancer Colorectal,suppressed,8692,,,,1.02,,,,,,,,,,,,
Coronary Heart Disease,Stroke Cerebrovascular,Cancer Prostate,suppressed,8522,,,,2.44,,,,,,,,,,,,
Coronary Heart Disease,Stroke Cerebrovascular,Anxiety,suppressed,8734,,,,1.19,,,,,,,,,,,,
Coronary Heart Disease,Heart Failure,Chronic Liver Disease,suppressed,8705,,,,1.11,,,,,,,,,,,,
Coronary Heart Disease,Heart Failure,Depression,suppressed,8628,,,,1.18,,,,,,,,,,,,
Coronary Heart Disease,Heart Failure,Rheumatoid Arthritis,suppressed,9010,,,,0.59,,,,,,,,,,,,
Coronary Heart Disease,Heart Failure,Osteoporosis,suppressed,9016,,,,0.91,,,,,,,,,,,,
Coronary Heart Disease,Heart Failure,Hypothyroidism,suppressed,8920,,,,0.87,,,,,,,,,,,,
Coronary Heart Disease,Heart Failure,Sleep Apnea,suppressed,9056,,,,1.77,,,,,,,,,,,,
Coronary Heart Disease,Heart Failure,Cancer Lung,suppressed,9133,,,,1.32,,,,,,,,,,,,
Coronary Heart Disease,Heart Failure,Cancer Colorectal,suppressed,9026,,,,1.17,,,,,,,,,,,,
Coronary Heart Disease,Heart Failure,Cancer Prostate,suppressed,8849,,,,2.59,,,,,,,,,,,,
Coronary Heart Disease,Atrial Fibrillation,Chronic Liver Disease,suppressed,8521,,,,1.46,,,,,,,,,,,,
Coronary Heart Disease,Atrial Fibrillation,Depression,suppressed,8429,,,,1.95,,,,,,,,,,,,
Coronary Heart Disease,Atrial Fibrillation,Rheumatoid Arthritis,suppressed,8801,,,,0.96,,,,,,,,,,,,
Coronary Heart Disease,Atrial Fibrillation,Osteoporosis,suppressed,8814,,,,1.28,,,,,,,,,,,,
Coronary Heart Disease,Atrial Fibrillation,Hypothyroidism,suppressed,8720,,,,1.39,,,,,,,,,,,,
Coronary Heart Disease,Atrial Fibrillation,Sleep Apnea,suppressed,8848,,,,2.53,,,,,,,,,,,,
Coronary Heart Disease,Atrial Fibrillation,Cancer Lung,suppressed,8925,,,,1.94,,,,,,,,,,,,
Coronary Heart Disease,Atrial Fibrillation,Cancer Colorectal,suppressed,8821,,,,2.12,,,,,,,,,,,,
Coronary Heart Disease,Atrial Fibrillation,Anxiety,suppressed,8857,,,,2.4,,,,,,,,,,,,
Coronary Heart Disease,Peripheral Vascular Disease,COPD,suppressed,7047,,,,1.57,,,,,,,,,,,,
Coronary Heart Disease,Peripheral Vascular Disease,Chronic Kidney Disease,suppressed,8400,,,,1.09,,,,,,,,,,,,
Coronary Heart Disease,Peripheral Vascular Disease,Chronic Liver Disease,suppressed,8662,,,,0.53,,,,,,,,,,,,
Coronary Heart Disease,Peripheral Vascular Disease,Depression,suppressed,8590,,,,0.61,,,,,,,,,,,,
Coronary Heart Disease,Peripheral Vascular Disease,Substance Use Disorder,suppressed,8985,,,,0.86,,,,,,,,,,,,
Coronary Heart Disease,Peripheral Vascular Disease,Osteoarthritis,suppressed,7999,,,,3.28,,,,,,,,,,,,
Coronary Heart Disease,Peripheral Vascular Disease,Rheumatoid Arthritis,suppressed,8970,,,,0.31,,,,,,,,,,,,
Coronary Heart Disease,Peripheral Vascular Disease,Osteoporosis,suppressed,8975,,,,0.49,,,,,,,,,,,,
Coronary Heart Disease,Peripheral Vascular Disease,Hypothyroidism,suppressed,8879,,,,0.43,,,,,,,,,,,,
Coronary Heart Disease,Peripheral Vascular Disease,Sleep Apnea,suppressed,9009,,,,0.71,,,,,,,,,,,,
Coronary Heart Disease,Peripheral Vascular Disease,Cancer Lung,suppressed,9090,,,,0.72,,,,,,,,,,,,
Coronary Heart Disease,Peripheral Vascular Disease,Cancer Colorectal,suppressed,8983,,,,0.6,,,,,,,,,,,,
Coronary Heart Disease,Peripheral Vascular Disease,Cancer Prostate,suppressed,8806,,,,1.34,,,,,,,,,,,,
Coronary Heart Disease,Peripheral Vascular Disease,Cancer Other,suppressed,8530,,,,2.07,,,,,,,,,,,,
Coronary Heart Disease,Peripheral Vascular Disease,Anxiety,suppressed,9023,,,,0.72,,,,,,,,,,,,
Coronary Heart Disease,COPD,Chronic Kidney Disease,suppressed,6620,,,,1.49,,,,,,,,,,,,
Coronary Heart Disease,COPD,Chronic Liver Disease,suppressed,6773,,,,0.68,,,,,,,,,,,,
Coronary Heart Disease,COPD,Depression,suppressed,6724,,,,0.79,,,,,,,,,,,,
Coronary Heart Disease,COPD,Substance Use Disorder,suppressed,7035,,,,1.06,,,,,,,,,,,,
Coronary Heart Disease,COPD,Rheumatoid Arthritis,suppressed,7005,,,,0.39,,,,,,,,,,,,
Coronary Heart Disease,COPD,Osteoporosis,suppressed,7011,,,,0.56,,,,,,,,,,,,
Coronary Heart Disease,COPD,Hypothyroidism,suppressed,6921,,,,0.54,,,,,,,,,,,,
Coronary Heart Disease,COPD,Sleep Apnea,suppressed,7024,,,,0.98,,,,,,,,,,,,
Coronary Heart Disease,COPD,Cancer Lung,suppressed,7097,,,,0.82,,,,,,,,,,,,
Coronary Heart Disease,COPD,Cancer Colorectal,suppressed,7018,,,,0.8,,,,,,,,,,,,
Coronary Heart Disease,COPD,Cancer Prostate,suppressed,6876,,,,1.83,,,,,,,,,,,,
Coronary Heart Disease,COPD,Anxiety,suppressed,7042,,,,0.93,,,,,,,,,,,,
Coronary Heart Disease,Chronic Kidney Disease,Chronic Liver Disease,suppressed,8082,,,,0.5,,,,,,,,,,,,
Coronary Heart Disease,Chronic Kidney Disease,Depression,suppressed,8000,,,,0.66,,,,,,,,,,,,
